BLOCKGR GISJOIN Adopted Week
54099530.00: G54010909530 0 842
19870002.00: G19018700002 1 464
48610139.00: G4800610013901 0 842
24101403.00: G24051001403 0 842
26490105.00: G2600490010501 1 581
06730185.00: G0600730018501 1 99
26490003.00: G26004900003 1 529
36290117.00: G36002900117 1 464
26210010.00: G26002100010 1 325
26210020.00: G26002100020 1 325
24101204.00: G24051001204 1 424
53259812.00: G53002509812 0 842
34170111.00: G34001700111 1 281
24102602.00: G2405100260203 1 372
06750156.00: G06007500156 1 99
24102604.09: G2405100260498 1 372
24101301.00: G24051001301 0 842
27899803.00: G27008909803 0 842
36290093.00: G3600290009301 1 99
36470171.00: G36004700171 1 99
54899506.00: G54008909506 0 842
06133700.00: G06001303700 1 424
12110310.00: G12001100310 1 582
36290080.00: G3600290008003 1 99
53110423.00: G53001100423 1 581
53110427.00: G53001100427 1 581
18973205.00: G18009703205 1 240
18973305.00: G18009703305 1 341
34076072.00: G34000706072 0 842
08350139.00: G0800350013901 1 153
13510106.00: G1300510010603 1 372
06014005.00: G06000104005 1 372
13210111.00: G13012100111 1 289
06014002.00: G06000104002 1 372
53330284.00: G5300330028403 1 99
45019501.00: G45000109501 0 842
21519504.00: G21005109504 0 842
13210024.00: G13012100024 1 240
21619802.00: G21006109802 0 842
21319901.00: G21003109901 0 842
21319904.00: G21003109904 0 842
21879901.00: G21008709901 0 842
21219902.00: G21012109902 0 842
21919902.00: G21009109902 0 842
27630709.00: G2701630070906 1 301
06014507.00: G0600010450703 1 372
24102804.00: G2405100280402 1 424
08310054.00: G0800310005401 1 99
08310051.00: G0800310005103 1 200
54599575.00: G54005909575 0 842
53330112.00: G53003300112 1 372
05190032.00: G0501190003202 1 424
42210103.00: G42002100103 0 842
06750476.00: G06007500476 1 99
13210037.00: G13012100037 0 842
20059816.00: G20000509816 0 842
51500117.00: G51065000117 1 200
53330288.00: G5300330028802 1 99
06650317.00: G06006500317 1 424
17313906.00: G17003103906 0 842
53630034.00: G53006300034 1 247
17313820.00: G17003103820 0 842
17316201.00: G17003106201 1 581
13210043.00: G13012100043 0 842
24101608.00: G2405100160801 1 424
24102804.00: G2405100280404 1 424
17313819.00: G17003103819 0 842
17316112.00: G17003106112 1 372
21190312.00: G21001900312 0 842
26370108.00: G26003700108 1 581
17313905.00: G17003103905 0 842
17315703.00: G17003105703 1 581
24102708.00: G2405100270803 1 424
40419758.00: G40004109758 0 842
54939654.00: G54009309654 0 842
16519604.00: G16005109604 0 842
21339802.00: G21003309802 0 842
25173574.00: G25001703574 1 99
55350005.00: G5500350000501 1 372
24101605.00: G24051001605 1 424
36050027.00: G3600050002701 0 842
06855041.00: G06008505041 1 0
12990059.01: G1200990005910 1 424
26210001.00: G26002100001 1 325
27719904.00: G27007109904 0 842
13670303.02: G1300670030320 1 153
25173548.00: G25001703548 1 2
21279605.00: G21002709605 0 842
26172808.00: G26001702808 1 372
34076029.00: G3400070602902 1 301
48150205.00: G4802150020503 1 424
42131015.00: G42001301015 1 424
34076027.00: G3400070602702 1 301
39490063.09: G3900490006392 1 99
44030220.00: G44000300220 1 325
48010226.00: G4802010022602 1 633
13339508.00: G13003309508 0 842
04131042.02: G0400130104226 1 99
55139804.00: G55011309804 0 842
34076025.00: G3400070602502 1 165
17314904.00: G17003104904 1 529
12990067.00: G12009900067 1 581
55539601.00: G55005309601 0 842
17314902.00: G17003104902 1 529
12010013.00: G12000100013 1 633
53330010.00: G53003300010 1 240
39130103.00: G39001300103 0 842
53330037.00: G53003300037 1 99
53330038.00: G53003300038 1 99
53330008.00: G53003300008 1 240
17314905.00: G17003104905 1 529
25173576.00: G25001703576 1 99
36670050.00: G36006700050 1 200
25056316.00: G25000506316 1 289
36050387.00: G36000500387 1 464
06590999.00: G0600590099905 1 0
06590757.00: G0600590075703 1 99
06530106.00: G0600530010602 1 424
24317052.00: G24003107052 1 99
25092103.00: G25000902103 1 240
36810687.00: G36008100687 1 153
53330076.00: G53003300076 1 240
54070001.00: G54010700001 0 842
53330079.00: G53003300079 1 240
53330082.00: G53003300082 1 325
26635161.00: G26016305161 0 842
53330083.00: G53003300083 1 325
53330088.00: G53003300088 1 240
53330085.00: G53003300085 1 325
53330087.00: G53003300087 1 240
53330077.00: G53003300077 1 240
53330232.00: G53003300232 1 2
36290121.00: G36002900121 1 272
31619647.00: G31006109647 0 842
25092065.00: G25000902065 1 99
24338055.00: G24003308055 1 0
20770023.00: G20017700023 1 153
12010016.00: G12000100016 1 372
25092109.00: G25000902109 1 289
36290123.00: G36002900123 1 272
34373718.00: G34003703718 1 372
37570613.00: G37005700613 1 633
06371352.00: G0600370135203 0 842
54859623.00: G54008509623 0 842
54759601.00: G54007509601 0 842
39490074.02: G3900490007422 1 153
04135228.00: G04001305228 1 372
53330105.00: G53003300105 1 200
20739958.00: G20007309958 0 842
54990207.00: G54009900207 0 842
22510257.09: G2200510025798 1 240
22710063.00: G22007100063 1 289
36290060.00: G36002900060 1 99
22710034.00: G22007100034 1 301
54990052.00: G54009900052 1 301
26210106.00: G26002100106 1 372
36031101.00: G3601030110102 1 99
54070106.00: G5401070010602 0 842
53330039.00: G53003300039 1 99
22710130.00: G22007100130 1 240
34390397.00: G34003900397 1 341
35010021.00: G35000100021 1 272
54719705.00: G54007109705 0 842
24054523.00: G24000504523 1 424
25092071.00: G25000902071 1 99
24054202.00: G24000504202 1 424
34390396.00: G34003900396 1 341
53110417.00: G53001100417 1 581
36550140.00: G3600550014004 1 281
53110413.00: G5300110041306 1 581
26635509.00: G26016305509 1 99
54099531.00: G54010909531 0 842
26490019.00: G26004900019 1 529
51000308.00: G51070000308 1 325
54839665.09: G5400830966598 0 842
25092504.00: G25000902504 1 240
26210011.00: G26002100011 1 341
54990208.00: G54009900208 0 842
53330044.00: G53003300044 1 99
36810032.00: G36008100032 1 424
36290114.00: G36002900114 1 272
36290120.00: G3600290012001 1 464
17310816.00: G17003100816 1 153
26750011.00: G26007500011 1 325
26750007.00: G26007500007 1 325
26750006.00: G26007500006 1 325
54070107.00: G5401070010702 1 473
36290013.00: G3600290001302 0 842
26635505.00: G26016305505 1 99
26635591.00: G26016305591 1 99
26635798.00: G26016305798 1 153
22730103.00: G2200730010301 1 424
24054204.00: G2400050420401 1 424
53110411.00: G5300110041103 1 581
24054212.00: G24000504212 1 424
24102601.00: G2405100260102 1 372
24102604.00: G2405100260402 1 372
04131115.00: G04001301115 1 4
17318228.00: G1700310822802 1 325
26210208.00: G26002100208 1 240
24102607.00: G24051002607 1 424
51210204.00: G51012100204 1 247
24101801.00: G24051001801 1 424
24101803.00: G24051001803 1 424
29950130.00: G2900950013002 1 153
26635585.00: G26016305585 1 99
34258099.00: G3400250809901 1 341
51900016.09: G5105900001697 0 842
20610002.00: G20006100002 1 153
36595182.00: G3600590518203 1 99
36274100.00: G36002704100 1 372
54099529.00: G54010909529 0 842
54690006.00: G54006900006 1 424
39517126.00: G3901510712601 0 842
54879629.00: G54008709629 0 842
53350812.00: G53003500812 1 581
39336015.00: G39013306015 1 153
29770036.00: G29007700036 0 842
55579901.00: G55005709901 0 842
08759963.00: G08007509963 0 842
51430115.09: G5101430011597 0 842
51430116.09: G5101430011698 1 247
36471152.00: G36004701152 1 325
51900007.00: G51059000007 1 247
25277121.00: G25002707121 0 842
19459903.00: G19014509903 1 153
25092060.00: G25000902060 1 99
36470135.00: G36004700135 1 99
17318283.00: G17003108283 1 272
36550046.00: G3600550004602 1 200
06411212.00: G06004101212 1 240
53330034.00: G53003300034 1 325
42179902.00: G42011709902 0 842
48010121.00: G48020100121 1 424
54899508.00: G54008909508 0 842
17316302.00: G17003106302 1 372
24317056.00: G2400310705601 1 99
01970054.00: G01009700054 0 842
54859624.00: G54008509624 0 842
09010224.00: G09000100224 1 99
27530267.00: G2700530026702 1 240
20730019.00: G20017300019 1 272
55050011.00: G55010500011 1 424
26992601.00: G26009902601 1 473
54990205.09: G5400990020598 0 842
32030016.00: G3200030001603 1 272
55439601.00: G55004309601 0 842
26172802.00: G26001702802 1 372
06014520.09: G0600010452097 1 99
26172804.00: G26001702804 1 372
24101502.00: G24051001502 0 842
35010016.00: G35000100016 1 272
54879631.00: G54008709631 0 842
54539549.00: G54005309549 0 842
24102716.00: G24051002716 1 529
22710087.00: G22007100087 1 325
24100807.00: G24051000807 1 240
36471190.09: G3600470119097 1 464
36470810.00: G36004700810 1 247
36470868.00: G36004700868 1 247
36470872.00: G36004700872 1 247
36470914.00: G36004700914 1 325
36470870.00: G36004700870 1 247
24101101.00: G24051001101 1 424
24101501.00: G24051001501 0 842
26490025.00: G26004900025 1 529
36470874.00: G3600470087402 1 247
06375032.00: G0600370503202 1 372
36470878.00: G36004700878 1 247
36470814.00: G36004700814 1 247
36470906.00: G36004700906 1 581
22330011.00: G2200330001104 1 289
34030160.00: G34000300160 1 247
22330013.00: G22003300013 1 289
29101181.00: G29051001181 1 99
18973510.00: G18009703510 1 247
36810190.00: G36008100190 1 272
39510409.00: G39005100409 0 842
51000322.01: G5107000032212 1 240
06014521.09: G0600010452194 1 99
36810116.00: G36008100116 1 424
22330037.00: G2200330003702 0 842
34030191.00: G3400030019102 1 301
06375001.00: G06003705001 1 464
06014521.09: G0600010452198 1 99
39517007.00: G39015107007 1 464
39610017.00: G39006100017 1 2
34230030.00: G34002300030 1 341
55390401.00: G55003900401 1 529
06014521.09: G0600010452196 1 99
06014521.09: G0600010452195 1 99
06014218.00: G06000104218 1 372
06014214.00: G06000104214 1 372
06014205.00: G06000104205 1 372
06014206.00: G06000104206 1 372
06014223.00: G06000104223 1 372
06014225.00: G06000104225 1 372
06014217.00: G06000104217 1 372
51000320.00: G5107000032003 1 240
06014219.00: G06000104219 1 372
26635040.00: G26016305040 1 272
12150019.00: G1201150001902 1 581
29450201.00: G29014500201 1 529
53179507.00: G53001709507 1 240
51539004.00: G5101530900405 1 240
48130078.01: G4801130007812 1 153
55439603.00: G55004309603 0 842
51959901.00: G51019509901 0 842
05690015.00: G0500690001502 0 842
51309907.09: G5105300990798 0 842
51539009.00: G5101530900903 0 842
54839659.00: G54008309659 0 842
54030304.00: G54010300304 0 842
51959918.09: G5101950991896 0 842
51209903.09: G5107200990396 0 842
53330068.09: G5300330006898 1 200
51539004.09: G5101530900496 1 240
53330086.00: G53003300086 1 325
48130078.00: G4801130007806 1 99
53330266.00: G53003300266 1 372
51000752.00: G51080000752 1 272
51800603.09: G5105800060397 0 842
06014521.09: G0600010452193 1 99
35179847.00: G35001709847 0 842
06014520.09: G0600010452098 1 99
26650005.00: G26006500005 1 99
53110411.00: G5300110041104 1 581
36470252.00: G36004700252 1 325
53110411.00: G5300110041105 1 581
36470748.00: G36004700748 1 99
26650004.00: G26006500004 1 99
36470052.00: G3600470005201 1 99
36470674.00: G36004700674 1 281
53330269.00: G53003300269 1 372
36550039.00: G36005500039 1 200
36470538.00: G36004700538 1 99
35150009.00: G35001500009 0 842
26650007.00: G26006500007 1 99
54019703.00: G54010109703 0 842
53110404.00: G5300110040402 0 842
26635248.00: G26016305248 1 153
06590994.00: G0600590099404 1 281
36810008.00: G36008100008 1 464
54019702.00: G54010109702 0 842
54899505.00: G54008909505 0 842
53110410.00: G5300110041007 1 581
17438440.00: G17004308440 1 685
25250901.00: G25002500901 1 473
45190039.00: G45001900039 1 200
09035014.00: G09000305014 1 247
21370523.00: G2100370052301 1 424
26770016.00: G2600770001604 1 272
51500109.00: G51065000109 1 200
05070205.00: G0500070020502 1 240
26770008.00: G2600770000801 1 247
09035035.00: G09000305035 1 633
51000309.00: G51070000309 1 325
20090443.00: G2002090044302 1 424
36290062.00: G3600290006201 1 99
20090442.00: G2002090044201 1 424
20090443.00: G2002090044301 1 424
33110109.00: G33001100109 1 99
20090443.00: G2002090044303 1 424
51990510.09: G5101990051098 1 200
35010007.00: G3500010000704 1 153
36550131.00: G3600550013103 1 289
20090408.00: G20020900408 1 281
12990082.00: G1200990008201 1 325
35010007.00: G3500010000707 1 153
53630130.00: G53006300130 1 325
13179604.00: G13001709604 1 529
13210102.00: G13002100102 1 240
55350015.00: G55003500015 0 842
48850136.00: G48048500136 1 424
26635702.00: G26016305702 1 240
17670008.00: G17016700008 1 424
54939652.00: G54009309652 0 842
36290092.00: G36002900092 1 153
24102005.00: G24051002005 1 424
51839905.00: G51008309905 0 842
51700001.00: G51077000001 0 842
51700005.00: G51077000005 1 529
53630127.00: G5300630012701 1 325
51610314.09: G5101610031498 0 842
09091702.00: G0900090170201 1 281
24102003.00: G24051002003 1 424
24102004.00: G24051002004 1 424
25250709.00: G25002500709 1 2
26490035.00: G26004900035 1 529
48391139.00: G4804390113905 1 301
51539006.00: G51015309006 1 99
51000304.00: G51070000304 1 325
13210032.00: G13012100032 1 99
17090103.00: G17010900103 1 301
26579602.00: G26015709602 0 842
51650202.00: G51006500202 1 200
53270017.09: G5300270001798 0 842
26899705.00: G26008909705 0 842
26251652.00: G26012501652 1 478
53630011.00: G53006300011 1 281
38819739.00: G38008109739 0 842
12990082.00: G1200990008202 1 325
55079602.00: G55010709602 0 842
25092524.00: G25000902524 1 240
12990033.00: G12009900033 1 247
26251843.00: G26012501843 1 473
25173550.00: G25001703550 1 2
26992639.00: G26009902639 1 478
26251300.00: G26012501300 0 842
25092503.00: G25000902503 1 240
26992567.00: G26009902567 1 473
25092521.00: G2500090252101 1 240
25173549.00: G25001703549 1 2
25173536.00: G25001703536 1 99
09035108.00: G09000305108 1 200
25138124.00: G2500130812402 1 464
42034370.00: G42000304370 1 99
26750009.00: G26007500009 1 325
51210216.09: G5101210021697 1 372
21830209.00: G21008300209 0 842
25092501.00: G25000902501 1 240
26635014.00: G26016305014 1 99
55559909.00: G55005509909 0 842
13210019.00: G13012100019 1 240
26635133.00: G26016305133 0 842
55439611.00: G55004309611 0 842
09034661.00: G0900030466101 1 464
55499503.00: G55004909503 0 842
13210017.00: G13012100017 0 842
26750053.00: G26007500053 1 247
26750001.00: G26007500001 1 325
13210086.00: G1301210008601 1 372
53330218.00: G5300330021802 1 99
26490103.00: G2600490010304 1 529
24102504.00: G2405100250401 0 842
25251103.00: G25002501103 1 200
24338052.00: G2400330805202 1 0
24479912.00: G24004709912 1 529
51402105.00: G51074002105 0 842
13210014.00: G13012100014 0 842
24479911.00: G24004709911 1 529
51670202.00: G51006700202 0 842
25056411.00: G25000506411 1 424
55730011.00: G5500730001102 1 341
17318294.00: G1700310829401 1 633
25056406.00: G25000506406 1 424
25056415.00: G25000506415 1 424
13210012.00: G13012100012 0 842
13210033.00: G13012100033 1 99
13119504.00: G13011109504 1 529
55999704.00: G55009909704 0 842
51102012.00: G5105100201203 1 473
36610070.00: G36006100070 1 301
06670052.00: G0600670005202 1 240
25056409.00: G25000506409 1 424
21619906.00: G21016109906 0 842
25056416.00: G25000506416 1 424
19690007.00: G19016900007 1 464
25138115.00: G25001308115 1 289
21170605.00: G21011700605 1 424
17318149.00: G17003108149 1 325
21170620.00: G21011700620 1 424
36810106.00: G36008100106 1 424
53110430.00: G53001100430 1 581
51000316.00: G5107000031602 1 200
21170610.00: G21011700610 1 424
21170612.00: G21011700612 1 424
26635080.00: G26016305080 1 301
24102502.00: G2405100250207 0 842
26750005.00: G26007500005 1 325
36610056.00: G36006100056 1 301
53770014.00: G53007700014 1 372
26650049.00: G2600650004902 1 200
17312606.00: G17003102606 1 240
26750004.00: G26007500004 1 325
36610054.00: G36006100054 1 99
36610089.00: G36006100089 1 372
53110402.00: G53001100402 0 842
48130098.00: G4801130009801 1 153
36610087.00: G36006100087 1 372
33019666.09: G3300010966697 1 464
36610078.00: G36006100078 1 165
33019666.09: G3300010966698 1 424
36610091.00: G36006100091 1 372
19630116.00: G19016300116 1 464
53530721.00: G5300530072106 1 99
55759607.00: G55007509607 0 842
36610058.00: G36006100058 1 372
36610077.00: G36006100077 1 99
13450007.00: G13024500007 0 842
26030006.00: G26010300006 1 272
24479909.00: G24004709909 1 529
25092512.00: G25000902512 1 240
26635990.00: G26016305990 1 153
35490003.00: G35004900003 0 842
21079710.00: G21010709710 0 842
24054508.00: G2400050450801 1 372
53459601.09: G5300450960198 0 842
53079603.00: G53000709603 1 200
36290124.00: G36002900124 1 272
26650023.00: G26006500023 1 99
53150009.00: G53001500009 1 581
25056514.00: G25000506514 1 325
55759606.00: G55007509606 0 842
53630119.00: G53006300119 1 325
53530732.00: G53005300732 0 842
25056507.00: G25000506507 1 240
25056527.00: G25000506527 1 325
53259805.00: G53002509805 0 842
25056510.00: G2500050651001 1 240
26270007.00: G26002700007 1 581
26650027.00: G26006500027 1 99
25056525.00: G25000506525 1 325
35490004.00: G35004900004 0 842
55419502.00: G55004109502 0 842
55439602.00: G55004309602 0 842
26650050.00: G2600650005001 1 200
26650050.00: G2600650005002 1 200
36610106.00: G3600610010602 0 842
36610116.00: G36006100116 0 842
35490007.00: G35004900007 0 842
26490027.00: G26004900027 1 529
35010017.00: G35000100017 1 424
36610083.00: G36006100083 1 372
48130131.00: G4801130013101 1 200
55859704.00: G55008509704 1 99
31550056.00: G31005500056 1 247
55239804.00: G55002309804 0 842
55279603.00: G55002709603 0 842
23050171.09: G2300050017197 0 842
23050171.09: G2300050017198 0 842
